predictor,D009_GlobPlot,D009_GlobPlot,D025_RawMSA,D025_RawMSA,D033_DynaMine,D033_DynaMine
auc,0.624,0.624,0.78,0.78,0.707,0.707
metric,fpr,tpr,fpr,tpr,fpr,tpr
-0.273,0.999,1.0,,,,
-0.274,0.999,1.0,,,,
-0.275,0.999,1.0,,,,
-0.276,0.999,1.0,,,,
-0.277,1.0,1.0,,,,
-0.278,1.0,1.0,,,,
-0.279,1.0,1.0,,,,
-0.28,1.0,1.0,,,,
-0.281,1.0,1.0,,,,
-0.282,1.0,1.0,,,,
-0.283,1.0,1.0,,,,
-0.284,1.0,1.0,,,,
-0.285,1.0,1.0,,,,
-0.286,1.0,1.0,,,,
-0.287,1.0,1.0,,,,
-0.288,1.0,1.0,,,,
-0.289,1.0,1.0,,,,
-0.29,1.0,1.0,,,,
-0.291,1.0,1.0,,,,
-0.292,1.0,1.0,,,,
-0.293,1.0,1.0,,,,
-0.294,1.0,1.0,,,,
-0.295,1.0,1.0,,,,
-0.296,1.0,1.0,,,,
-0.297,1.0,1.0,,,,
-0.298,1.0,1.0,,,,
-0.299,1.0,1.0,,,,
-0.3,1.0,1.0,,,,
-0.301,1.0,1.0,,,,
-0.303,1.0,1.0,,,,
-0.304,1.0,1.0,,,,
-0.306,1.0,1.0,,,,
-0.307,1.0,1.0,,,,
-0.308,1.0,1.0,,,,
-0.309,1.0,1.0,,,,
-0.31,1.0,1.0,,,,
-0.311,1.0,1.0,,,,
-0.312,1.0,1.0,,,,
-0.313,1.0,1.0,,,,
-0.314,1.0,1.0,,,,
-0.318,1.0,1.0,,,,
-0.319,1.0,1.0,,,,
-0.32,1.0,1.0,,,,
-0.321,1.0,1.0,,,,
-0.322,1.0,1.0,,,,
-0.323,1.0,1.0,,,,
-0.326,1.0,1.0,,,,
-0.329,1.0,1.0,,,,
-0.332,1.0,1.0,,,,
-0.335,1.0,1.0,,,,
-0.337,1.0,1.0,,,,
-0.338,1.0,1.0,,,,
-0.341,1.0,1.0,,,,
-0.343,1.0,1.0,,,,
-0.347,1.0,1.0,,,,
