predictor,D009_GlobPlot,D009_GlobPlot,D025_RawMSA,D025_RawMSA,D033_DynaMine,D033_DynaMine
-0.294,1.0,0.162,,,,
-0.295,1.0,0.162,,,,
-0.296,1.0,0.162,,,,
-0.297,1.0,0.162,,,,
-0.298,1.0,0.162,,,,
-0.299,1.0,0.162,,,,
-0.3,1.0,0.162,,,,
-0.301,1.0,0.162,,,,
-0.303,1.0,0.162,,,,
-0.304,1.0,0.162,,,,
-0.306,1.0,0.162,,,,
-0.307,1.0,0.162,,,,
-0.308,1.0,0.162,,,,
-0.309,1.0,0.162,,,,
-0.31,1.0,0.162,,,,
-0.311,1.0,0.162,,,,
-0.312,1.0,0.162,,,,
-0.313,1.0,0.162,,,,
-0.314,1.0,0.162,,,,
-0.318,1.0,0.162,,,,
-0.319,1.0,0.162,,,,
-0.32,1.0,0.162,,,,
-0.321,1.0,0.162,,,,
-0.322,1.0,0.162,,,,
-0.323,1.0,0.162,,,,
-0.326,1.0,0.162,,,,
-0.329,1.0,0.162,,,,
-0.332,1.0,0.162,,,,
-0.335,1.0,0.162,,,,
-0.337,1.0,0.162,,,,
-0.338,1.0,0.162,,,,
-0.341,1.0,0.162,,,,
-0.343,1.0,0.162,,,,
-0.347,1.0,0.162,,,,
